gene	marker_id
AT1G10850	3614610_1
AT1G10865	3616105_1
AT1G10870	3623738_1
AT1G10880	3627067_1
AT1G10890	3630759_1
AT1G10900	3637062_1
AT1G10910	3644066_1
AT1G10920	3647682_1
AT1G10930	3655238_1
AT1G10940	3658595_1
AT1G10950	3663970_1
AT1G10970	3666758_1
AT1G10980	3669744_1
AT1G10990	3671107_1
AT1G11000	3675949_1
AT1G11020	3678357_1
AT1G11040	3680690_1
AT1G11050	3683931_1
AT1G11055	3683931_1
AT1G11060	3689684_1
AT1G11070	3693406_1
AT1G11080	3697775_1
AT1G11090	3703488_1
AT1G11100	3709178_1
AT1G11110	3712464_1
AT1G11112	3713735_1
AT1G11120	3717273_1
AT1G11125	3719706_1
AT1G11130	3727229_1
AT1G11145	3727697_1
AT1G11150	3731550_1
AT1G11150.1	3731550_1
AT1G11160	3739801_1
AT1G11170	3744550_1
AT1G11175	3745484_1
AT1G11180	3748489_1
AT1G11185	3749953_1
AT1G11190	3752667_1
AT1G11200	3755606_1
AT1G11210	3756917_1
AT1G11220	3761124_1
AT1G11230	3764472_1
AT1G11240	3768275_1
AT1G11250	3769256_1
AT1G11260	3780330_1
AT1G11270	3786980_1
AT1G11280	3790629_1
AT1G11290	3793866_1
AT1G11300	3800474_1
AT1G11310	3804109_1
AT1G11320	3808835_1
AT1G11330	3813581_1
AT1G11340	3817232_1
AT1G11350	3820805_1
AT1G11360	3822969_1
AT1G11362	3825186_1
AT1G11370	3830944_1
AT1G11380	3834039_1
AT1G11390	3837588_1
AT1G11400	3840178_1
AT1G11410	3844414_1
AT1G11420	3846806_1
AT1G11430	3849162_1
AT1G11440	3850647_1
AT1G11450	3855380_1
AT1G11460	3859257_1
AT1G11470	3860600_1
AT1G11475	3863903_1
AT1G11480	3866779_1
AT1G11482	3868863_1
AT1G11490	3869876_1
AT1G11500	3871535_1
AT1G11510	3872775_1
AT1G11520	3873618_1
AT1G11530	3875430_1
AT1G11540	3877102_1
AT1G11545	3880342_1
AT1G11560	3882814_1
AT1G11570	3883870_1
AT1G11572	3884912_1
AT1G11580	3890809_1
AT1G11590	3894657_1
AT1G11592	3896770_1
AT1G11593	3898564_1
AT1G11595	3899681_1
AT1G11600	3903778_1
AT1G11608	3906723_1
AT1G11610	3909328_1
AT1G11620	3911898_1
AT1G11630	3914404_1
AT1G11640	3914688_1
AT1G11650	3918109_1
AT1G11655	3919756_1
AT1G11660	3924552_1
AT1G11670	3931544_1
AT1G11680	3940716_1
AT1G11690	3942202_1
AT1G11700	3946524_1
AT1G11710	3951253_1
AT1G11720	3956864_1
AT1G11730	3959912_1
AT1G11735	3961424_1
AT1G11740	3966651_1
AT1G11750	3969824_1
AT1G11755	3971789_1
AT1G11760	3973196_1
AT1G11765	3974158_1
AT1G11770	3977245_1
AT1G11780	3978638_1
AT1G11785	3980855_1
AT1G11790	3985169_1
AT1G11800	3987182_1
AT1G11803	3987994_1
AT1G11806	3989389_1
AT1G11810	3990967_1
AT1G11820	3993418_1
AT1G11840	3997859_1
AT1G11850	3999861_1
AT1G11860	4003422_1
AT1G11870	4006737_1
AT1G11880	4010385_1
AT1G11890	4013115_1
AT1G11900	4014675_1
AT1G11905	4016468_1
AT1G11910	4020980_1
AT1G11915	4023269_1
AT1G11920	4025040_1
AT1G11925	4026723_1
AT1G11930	4030527_1
AT1G11940	4034078_1
AT1G11950	4038736_1
AT1G11960	4043876_1
AT1G11970	4044638_1
AT1G11980	4045846_1
AT1G11990	4048945_1
AT1G12000	4053677_1
AT1G12010	4057923_1
AT1G12013	4058405_1
AT1G12020	4063316_1
AT1G12030	4066281_1
AT1G12040	4072559_1
AT1G12050	4076135_1
AT1G12060	4076978_1
AT1G12064	4078080_1
AT1G12070	4080038_1
AT1G12080	4085034_1
AT1G12090	4090614_1
AT1G12100	4095718_1
AT1G12110	4108291_1
AT1G12120	4117589_1
AT1G12130	4120852_1
AT1G12140	4124593_1
AT1G12150	4125595_1
AT1G12160	4128161_1
AT1G12170	4129681_1
AT1G12180	4131128_1
AT1G12190	4133953_1
AT1G12200	4140015_1
AT1G12210	4143588_1
AT1G12211	4143973_1
AT1G12220	4147907_1
AT1G12230	4151035_1
AT1G12240	4157612_1
AT1G12244	4158909_1
AT1G12250	4161418_1
AT1G12260	4165746_1
AT1G12270	4174764_1
AT1G12280	4177266_1
AT1G12290	4182580_1
AT1G12294	4182209_1
AT1G12300	4186073_1
AT1G12310	4187983_1
AT1G12320	4190335_1
AT1G12330	4196715_1
AT1G12340	4198185_1
AT1G12350	4200625_1
AT1G12360	4206278_1
AT1G12370	4208881_1
AT1G12380	4217045_1
AT1G12390	4221509_1
AT1G12400	4222828_1
AT1G12410	4225101_1
AT1G12420	4229082_1
AT1G12430	4238733_1
AT1G12440	4242969_1
AT1G12450	4245815_1
AT1G12451	4246278_1
AT1G12460	4250559_1
AT1G12470	4257230_1
AT1G12480	4259227_1
AT1G12490	4261205_1
AT1G12500	4264441_1
AT1G12520	4268917_1
AT1G12530	4270658_1
AT1G12540	4274143_1
AT1G12550	4275950_1
AT1G12560	4277845_1
AT1G12570	4280775_1
AT1G12580	4285821_1
AT1G12590	4285910_1
AT1G12600	4288806_1
AT1G12610	4291008_1
AT1G12620	4297061_1
AT1G12630	4299430_1
AT1G12640	4305751_1
AT1G12650	4307989_1
AT1G12660	4309580_1
AT1G12663	4311396_1
AT1G12665	4312919_1
AT1G12667	4314122_1
AT1G12669	4315931_1
AT1G12670	4316936_1
AT1G12672	4319057_1
AT1G12680	4322893_1
AT1G12700	4326309_1
AT1G12710	4328361_1
AT1G12720	4333137_1
AT1G12720.1	4333137_1
AT1G12725	4333992_1
AT1G12725.1	4333992_1
AT1G12730	4337782_1
AT1G12740	4344848_1
AT1G12750	4348320_1
AT1G12760	4350862_1
AT1G12770	4353676_1
AT1G12775	4355884_1
AT1G12780	4358317_1
AT1G12790	4361242_1
AT1G12800	4365261_1
AT1G12805	4367087_1
AT1G12810	4368783_1
AT1G12820	4371291_1
AT1G12830	4375156_1
AT1G12840	4378347_1
AT1G12845	4379364_1
AT1G12850	4381534_1
AT1G12855	4383610_1
AT1G12860	4386548_1
AT1G12870	4389066_1
AT1G12880	4390763_1
AT1G12890	4392129_1
AT1G12900	4393877_1
AT1G12910	4396283_1
AT1G12920	4398032_1
AT1G12930	4405564_1
AT1G12935	4406704_1
AT1G12935.1	4406704_1
AT1G12940	4418555_1
AT1G12950	4422486_1
AT1G12960	4423126_1
AT1G12970	4425770_1
AT1G12980	4430917_1
AT1G12990	4435745_1
AT1G13000	4439407_1
AT1G13020	4443681_1
AT1G13030	4447398_1
AT1G13040	4449079_1
AT1G13050	4451641_1
AT1G13060	4454733_1
AT1G13070	4457038_1
AT1G13080	4460933_1
AT1G13090	4463338_1
AT1G13100	4465475_1
AT1G13110	4469022_1
AT1G13120	4473186_1
AT1G13130	4477868_1
AT1G13140	4480322_1
AT1G13145	4481291_1
AT1G13150	4483596_1
AT1G13160	4488440_1
AT1G13170	4492508_1
AT1G13180	4498376_1
AT1G13190	4501550_1
AT1G13195	4503529_1
AT1G13200	4508525_1
AT1G13210	4513847_1
AT1G13220	4520264_1
AT1G13230	4522517_1
AT1G13240	4522754_1
AT1G13245	4526024_1
AT1G13250	4529964_1
AT1G13260	4543541_1
AT1G13270	4547303_1
AT1G13280	4548868_1
AT1G13290	4551613_1
AT1G13300	4558705_1
AT1G13310	4563061_1
AT1G13320	4567800_1
AT1G13330	4570474_1
AT1G13340	4571101_1
AT1G13350	4576568_1
AT1G13360	4577779_1
AT1G13370	4588612_1
AT1G13380	4590129_1
AT1G13390	4594385_1
AT1G13400	4598864_1
AT1G13410	4603275_1
AT1G13420	4606030_1
AT1G13430	4607746_1
AT1G13440	4610643_1
AT1G13448	4612868_1
AT1G13450	4615273_1
AT1G13460	4618268_1
AT1G13470	4621529_1
AT1G13480	4624047_1
AT1G13485	4624272_1
AT1G13490	4626026_1
AT1G13500	4629158_1
AT1G13510	4630781_1
AT1G13520	4633168_1
AT1G13530	4634639_1
AT1G13540	4636422_1
AT1G13550	4638319_1
AT1G13560	4642102_1
AT1G13570	4644420_1
AT1G13580	4646940_1
AT1G13590	4648582_1
AT1G13600	4651462_1
AT1G13605	4659066_1
AT1G13607	4660938_1
AT1G13608	4661975_1
AT1G13609	4663206_1
AT1G13610	4666013_1
AT1G13620	4669282_1
AT1G13630	4672932_1
AT1G13635	4676135_1
AT1G13640	4679588_1
AT1G13650	4682194_1
AT1G13660	4685445_1
AT1G13660.1	4685445_1
AT1G13670	4688922_1
AT1G13680	4692811_1
AT1G13690	4694354_1
AT1G13700	4695839_1
AT1G13710	4704641_1
AT1G13730	4712178_1
AT1G13740	4715349_1
AT1G13750	4718215_1
AT1G13755	4719281_1
AT1G13760	4721277_1
AT1G13770	4724439_1
AT1G13780	4726483_1
AT1G13790	4730360_1
AT1G13800	4733612_1
AT1G13810	4735306_1
AT1G13820	4737106_1
AT1G13830	4740855_1
AT1G13840	4742067_1
AT1G13850	4743147_1
AT1G13860	4746837_1
AT1G13870	4748523_1
AT1G13880	4750976_1
AT1G13890	4752757_1
AT1G13900	4755096_1
AT1G13910	4757970_1
AT1G13920	4759499_1
AT1G13930	4762594_1
AT1G13940	4766702_1
AT1G13950	4774864_1
AT1G13960	4779289_1
AT1G13970	4782354_1
AT1G13980	4794638_1
AT1G13990	4796557_1
AT1G14000	4800271_1
AT1G14010	4801773_1
AT1G14020	4805353_1
AT1G14030	4807479_1
AT1G14040	4814362_1
AT1G14048	4815713_1
AT1G14060	4817997_1
AT1G14070	4820014_1
AT1G14071	4820453_1
AT1G14080	4824325_1
AT1G14090	4827435_1
AT1G14100	4829584_1
AT1G14110	4831914_1
AT1G14120	4835087_1
AT1G14130	4837547_1
AT1G14140	4839531_1
AT1G14150	4840715_1
AT1G14160	4841737_1
AT1G14170	4845805_1
AT1G14180	4849152_1
AT1G14182	4849817_1
AT1G14185	4852087_1
AT1G14190	4854282_1
AT1G14200	4855197_1
AT1G14205	4856902_1
AT1G14210	4857836_1
AT1G14220	4859584_1
AT1G14225	4860618_1
AT1G14230	4863766_1
AT1G14240	4867943_1
AT1G14250	4871480_1
AT1G14260	4874729_1
AT1G14270	4877240_1
AT1G14280	4879086_1
AT1G14290	4881963_1
AT1G14300	4884691_1
AT1G14310	4886755_1
AT1G14315	4887699_1
AT1G14320	4889498_1
AT1G14330	4892089_1
AT1G14340	4898945_1
AT1G14345	4899956_1
AT1G14350	4911156_1
AT1G14360	4913059_1
AT1G14370	4918004_1
AT1G14380	4921418_1
AT1G14390	4926551_1
AT1G14400	4928621_1
AT1G14410	4930809_1
AT1G14420	4933125_1
AT1G14430	4936092_1
AT1G14440	4940876_1
AT1G14450	4947570_1
AT1G14455	4948307_1
AT1G14460	4952904_1
AT1G14470	4955625_1
AT1G14480	4958073_1
AT1G14490	4959138_1
AT1G14500	4961762_1
AT1G14510	4964289_1
AT1G14518	4967477_1
AT1G14520	4970294_1
AT1G14530	4973720_1
AT1G14540	4975664_1
AT1G14549	4978888_1
AT1G14550	4980099_1
AT1G14560	4983222_1
AT1G14570	4987111_1
AT1G14580	4992660_1
AT1G14590	5000641_1
AT1G14600	5003302_1
AT1G14610	5014422_1
AT1G14620	5016518_1
AT1G14630	5021513_1
AT1G14640	5025892_1
AT1G14642	5026521_1
AT1G14650	5031772_1
AT1G14660	5036459_1
AT1G14670	5040455_1
AT1G14680	5041715_1
AT1G14685	5044269_1
AT1G14686	5046768_1
AT1G14687	5048598_1
AT1G14688	5050952_1
AT1G14690	5055220_1
AT1G14700	5061135_1
AT1G14710	5065165_1
AT1G14720	5068404_1
AT1G14730	5074761_1
AT1G14740	5077376_1
AT1G14750	5082499_1
AT1G14755	5084320_1
AT1G14760	5085061_1
AT1G14770	5088838_1
AT1G14780	5094151_1
AT1G14790	5098022_1
AT1G14800	5102402_1
AT1G14810	5104585_1
AT1G14820	5106918_1
AT1G14830	5111669_1
AT1G14840	5115449_1
AT1G14850	5123038_1
AT1G14860	5126142_1
AT1G14870	5129488_1
AT1G14880	5133693_1
AT1G14890	5137957_1
AT1G14900	5139404_1
AT1G14910	5143688_1
AT1G14920	5151345_1
AT1G14930	5153051_1
AT1G14940	5155543_1
AT1G14950	5158245_1
AT1G14960	5160072_1
AT1G14970	5164873_1
AT1G14980	5166681_1
AT1G14990	5168230_1
AT1G15000	5170033_1
AT1G15002	5170331_1
AT1G15010	5171731_1
AT1G15015	5172917_1
AT1G15020	5176199_1
AT1G15030	5179905_1
AT1G15040	5181368_1
AT1G15045	5181918_1
AT1G15050	5183241_1
AT1G15060	5186968_1
AT1G15080	5189647_1
AT1G15100	5194051_1
AT1G15110	5202008_1
AT1G15120	5204097_1
AT1G15125	5205445_1
AT1G15130	5209680_1
AT1G15140	5211934_1
AT1G15150	5214629_1
AT1G15160	5217521_1
AT1G15165	5219953_1
AT1G15170	5222869_1
AT1G15175	5223948_1
AT1G15180	5226672_1
AT1G15190	5228200_1
AT1G15200	5231054_1
AT1G15210	5236376_1
AT1G15215	5239903_1
AT1G15220	5241142_1
AT1G15230	5243227_1
AT1G15240	5248389_1
AT1G15250	5249324_1
AT1G15260	5250546_1
AT1G15270	5251816_1
AT1G15280	5256692_1
AT1G15290	5264777_1
AT1G15300	5268512_1
AT1G15300.1	5268512_1
AT1G15310	5271978_1
AT1G15320	5274036_1
AT1G15330	5275565_1
AT1G15340	5277662_1
AT1G15350	5279843_1
AT1G15360	5284598_1
AT1G15370	5288509_1
AT1G15380	5292532_1
AT1G15385	5293157_1
AT1G15390	5295757_1
AT1G15400	5296882_1
AT1G15405	5298166_1
AT1G15410	5300792_1
AT1G15415	5301292_1
AT1G15420	5303327_1
AT1G15430	5305697_1
AT1G15440	5309513_1
AT1G15450	5309710_1
AT1G15460	5314073_1
AT1G15470	5317826_1
AT1G15480	5320588_1
AT1G15490	5323870_1
AT1G15500	5328858_1
AT1G15510	5331526_1
AT1G15520	5338311_1
AT1G15530	5341683_1
AT1G15540	5342920_1
AT1G15550	5345877_1
AT1G15560	5354290_1
AT1G15560.1	5354290_1
AT1G15570	5365416_1
AT1G15580	5366490_1
AT1G15590	5368615_1
AT1G15600	5370227_1
AT1G15610	5371825_1
AT1G15620	5374285_1
AT1G15630	5377827_1
AT1G15640	5380115_1
AT1G15650	5380957_1
AT1G15660	5385243_1
AT1G15670	5391411_1
AT1G15680	5394583_1
AT1G15690	5402674_1
AT1G15700	5403736_1
AT1G15710	5405646_1
AT1G15720	5407444_1
AT1G15730	5409951_1
AT1G15740	5414876_1
AT1G15750	5421002_1
AT1G15757	5424559_1
AT1G15760	5426259_1
AT1G15770	5428268_1
AT1G15772	5429515_1
AT1G15780	5436402_1
AT1G15790	5440027_1
AT1G15800	5443681_1
AT1G15810	5446044_1
AT1G15820	5447707_1
AT1G15825	5448511_1
AT1G15830	5450139_1
AT1G15840	5452187_1
AT1G15850	5453926_1
AT1G15860	5457005_1
AT1G15870	5458413_1
AT1G15880	5460332_1
AT1G15885	5461134_1
AT1G15890	5463631_1
AT1G15900	5464683_1
AT1G15910	5469106_1
AT1G15920	5471133_1
AT1G15930	5472915_1
AT1G15940	5478123_1
AT1G15950	5482160_1
AT1G15960	5485069_1
AT1G15970	5488783_1
AT1G15980	5491254_1
AT1G15990	5493682_1
AT1G16000	5495293_1
AT1G16010	5497681_1
AT1G16020	5500994_1
AT1G16022	5501929_1
AT1G16025	5501929_1
AT1G16030	5504523_1
AT1G16040	5506591_1
AT1G16060	5511529_1
AT1G16070	5513849_1
AT1G16080	5516000_1
AT1G16090	5517754_1
AT1G16110	5520657_1
AT1G16120	5523865_1
AT1G16130	5528084_1
AT1G16140	5531237_1
AT1G16150	5534864_1
AT1G16160	5538268_1
AT1G16170	5539807_1
AT1G16180	5542780_1
AT1G16190	5546102_1
AT1G16210	5547542_1
AT1G16220	5550377_1
AT1G16225	5552047_1
AT1G16230	5554314_1
AT1G16240	5556820_1
AT1G16250	5559499_1
AT1G16260	5562102_1
AT1G16270	5568330_1
AT1G16280	5570461_1
AT1G16290	5573305_1
AT1G16300	5577528_1
AT1G16310	5580375_1
AT1G16320	5582126_1
AT1G16330	5587201_1
AT1G16340	5590475_1
AT1G16350	5592874_1
AT1G16360	5595179_1
AT1G16370	5597982_1
AT1G16380	5601174_1
AT1G16390	5604625_1
AT1G16400	5607466_1
AT1G16410	5611426_1
AT1G16420	5613794_1
AT1G16430	5615500_1
AT1G16440	5617575_1
AT1G16445	5619257_1
AT1G16460	5622322_1
AT1G16470	5625641_1
AT1G16480	5628367_1
AT1G16489	5630470_1
AT1G16490	5630939_1
AT1G16500	5640092_1
AT1G16510	5645441_1
AT1G16515	5647733_1
AT1G16520	5650883_1
AT1G16530	5652635_1
AT1G16540	5665396_1
AT1G16550	5668173_1
AT1G16560	5670681_1
AT1G16570	5673323_1
AT1G16590	5674931_1
AT1G16600	5675376_1
AT1G16610	5678796_1
AT1G16620	5681138_1
AT1G16620.1	5681138_1
AT1G16630	5684858_1
AT1G16635	5686310_1
AT1G16640	5687687_1
AT1G16650	5691167_1
AT1G16660	5696454_1
AT1G16660.1	5696454_1
AT1G16670	5699740_1
AT1G16680	5705667_1
AT1G16690	5709397_1
AT1G16700	5711726_1
AT1G16705	5713716_1
AT1G16710	5722485_1
AT1G16720	5726467_1
AT1G16730	5727278_1
AT1G16740	5729070_1
AT1G16750	5731797_1
AT1G16760	5737267_1
AT1G16770	5739301_1
AT1G16780	5744104_1
AT1G16790	5744908_1
AT1G16800	5755163_1
AT1G16810	5756894_1
AT1G16820	5758380_1
AT1G16825	5760437_1
AT1G16830	5762608_1
AT1G16840	5763998_1
AT1G16850	5765649_1
AT1G16858	5770581_1
AT1G16860	5770581_1
AT1G16870	5773227_1
AT1G16880	5776282_1
AT1G16890	5778478_1
AT1G16900	5782422_1
AT1G16905	5783819_1
AT1G16910	5785868_1
AT1G16916	5787112_1
AT1G16920	5789195_1
AT1G16930	5791513_1
AT1G16940	5793463_1
AT1G16950	5796428_1
AT1G16960	5800841_1
AT1G16970	5805567_1
AT1G16980	5811253_1
AT1G17000	5816607_1
AT1G17010	5819284_1
AT1G17020	5821947_1
AT1G17030	5824257_1
AT1G17040	5828216_1
AT1G17050	5831321_1
AT1G17060	5835307_1
AT1G17070	5840293_1
AT1G17080	5841576_1
AT1G17090	5844136_1
AT1G17100	5845621_1
AT1G17110	5850828_1
AT1G17120	5853913_1
AT1G17130	5856610_1
AT1G17140	5858522_1
AT1G17145	5862596_1
AT1G17147	5863970_1
AT1G17150	5867459_1
AT1G17160	5869332_1
AT1G17170	5870836_1
AT1G17180	5873083_1
AT1G17190	5876537_1
AT1G17200	5879972_1
AT1G17210	5884698_1
AT1G17220	5890460_1
AT1G17230	5895073_1
AT1G17232	5893652_1
AT1G17235	5895677_1
AT1G17240	5898683_1
AT1G17250	5903087_1
AT1G17255	5903505_1
AT1G17260	5908867_1
AT1G17270	5911661_1
AT1G17275	5915260_1
AT1G17275.1	5915260_1
AT1G17277	5916087_1
AT1G17277.1	5916087_1
AT1G17280	5919976_1
AT1G17285	5921383_1
AT1G17290	5926376_1
AT1G17300	5927752_1
AT1G17310	5928664_1
AT1G17330	5931771_1
AT1G17340	5938759_1
AT1G17345	5941177_1
AT1G17350	5944458_1
AT1G17360	5951231_1
AT1G17370	5954865_1
AT1G17380	5957180_1
AT1G17390	5959647_1
AT1G17390.1	5959647_1
AT1G17400	5962472_1
AT1G17410	5969923_1
AT1G17420	5981460_1
AT1G17430	5983973_1
AT1G17440	5987770_1
AT1G17450	5996755_1
AT1G17455	5998395_1
AT1G17460	6002659_1
AT1G17470	6006360_1
AT1G17480	6008088_1
AT1G17490	6009397_1
AT1G17495	6013683_1
AT1G17495.1	6013683_1
AT1G17500	6023460_1
AT1G17510	6024303_1
AT1G17520	6027359_1
AT1G17530	6028495_1
AT1G17540	6032540_1
AT1G17545	6033882_1
AT1G17550	6037276_1
AT1G17560	6038669_1
AT1G17570	6038807_1
AT1G17580	6049537_1
AT1G17590	6052563_1
AT1G17600	6056616_1
AT1G17610	6058235_1
AT1G17615	6060169_1
AT1G17620	6062978_1
AT1G17630	6066523_1
AT1G17640	6069046_1
AT1G17650	6071734_1
AT1G17660	6075884_1
AT1G17665	6074440_1
AT1G17670	6075962_1
AT1G17680	6082186_1
AT1G17690	6088238_1
AT1G17700	6090313_1
AT1G17710	6091813_1
AT1G17720	6097937_1
AT1G17730	6100312_1
AT1G17744	6101982_1
AT1G17745	6105151_1
AT1G17750	6110083_1
AT1G17760	6116564_1
AT1G17770	6122780_1
AT1G17780	6125251_1
AT1G17790	6127311_1
AT1G17800	6129460_1
AT1G17810	6131562_1
AT1G17820	6135198_1
AT1G17830	6138379_1
AT1G17840	6146478_1
AT1G17850	6148924_1
AT1G17860	6150017_1
AT1G17870	6152222_1
AT1G17880	6153971_1
AT1G17890	6155736_1
AT1G17900	6158111_1
AT1G17900.1	6158111_1
AT1G17910	6161610_1
AT1G17920	6165368_1
AT1G17930	6168830_1
AT1G17940	6173190_1
AT1G17950	6179288_1
AT1G17960	6183773_1
AT1G17970	6187390_1
AT1G17980	6191596_1
AT1G18030	6206791_1
AT1G18040	6209294_1
AT1G18050	6211546_1
AT1G18060	6213177_1
AT1G18070	6218162_1
AT1G18080	6224081_1
AT1G18090	6227816_1
AT1G18100	6230138_1
AT1G18120	6233913_1
AT1G18130	6238698_1
AT1G18140	6241418_1
AT1G18150	6247788_1
AT1G18160	6253826_1
AT1G18170	6255673_1
AT1G18180	6257813_1
AT1G18190	6261343_1
AT1G18191	6262115_1
AT1G18200	6266914_1
AT1G18210	6268820_1
AT1G18230	6273306_1
AT1G18240	6274820_1
AT1G18240.1	6274820_1
AT1G18250	6278062_1
AT1G18260	6281998_1
AT1G18265	6283269_1
AT1G18270	6293853_1
AT1G18280	6295079_1
AT1G18290	6298320_1
AT1G18300	6301034_1
AT1G18310	6303936_1
AT1G18320	6305166_1
AT1G18330	6308003_1
AT1G18335	6311283_1
AT1G18340	6313900_1
AT1G18350	6316673_1
AT1G18360	6319402_1
AT1G18370	6324176_1
AT1G18382	6326670_1
AT1G18390	6329992_1
AT1G18400	6333417_1
AT1G18410	6342351_1
AT1G18415	6345284_1
AT1G18420	6345284_1
AT1G18440	6347799_1
AT1G18450	6351936_1
AT1G18460	6355937_1
AT1G18470	6360176_1
AT1G18480	6362972_1
AT1G18485	6366213_1
AT1G18486	6366749_1
AT1G18490	6368653_1
AT1G18500	6372945_1
AT1G18510	6373805_1
AT1G18520	6376314_1
AT1G18530	6377225_1
AT1G18540	6378568_1
AT1G18550	6384287_1
AT1G18560	6388042_1
AT1G18570	6391204_1
AT1G18580	6398031_1
AT1G18590	6399813_1
AT1G18600	6402755_1
AT1G18610	6409275_1
AT1G18620	6414279_1
AT1G18630	6416424_1
AT1G18640	6418690_1
AT1G18650	6420469_1
AT1G18660	6425872_1
AT1G18670	6430566_1
AT1G18680	6433436_1
AT1G18690	6436624_1
AT1G18700	6444041_1
AT1G18710	6453108_1
AT1G18720	6459665_1
AT1G18730	6462222_1
AT1G18735	6461729_1
AT1G18740	6465334_1
AT1G18745	6466444_1
AT1G18750	6469978_1
AT1G18760	6471815_1
AT1G18770	6474044_1
AT1G18773	6475704_1
AT1G18780	6477177_1
AT1G18790	6479943_1
AT1G18800	6483530_1
AT1G18810	6486599_1
AT1G18830	6494181_1
AT1G18835	6496219_1
AT1G18840	6504359_1
AT1G18850	6505780_1
AT1G18860	6511218_1
AT1G18870	6519244_1
AT1G18871	6519477_1
AT1G18879	6521106_1
AT1G18880	6523253_1
AT1G18890	6525921_1
AT1G18900	6532586_1
AT1G18910	6538100_1
AT1G18940	6545577_1
AT1G18950	6551758_1
AT1G18960	6553895_1
AT1G18970	6555346_1
AT1G18980	6557989_1
AT1G18990	6560481_1
AT1G19000	6562703_1
AT1G19010	6567277_1
AT1G19020	6568560_1
AT1G19025	6570914_1
AT1G19030	6572462_1
AT1G19030.1	6572462_1
AT1G19040	6577250_1
AT1G19050	6579169_1
AT1G19060	6583540_1
AT1G19070	6584693_1
AT1G19080	6586491_1
AT1G19086	6589333_1
AT1G19090	6592801_1
AT1G19100	6601268_1
AT1G19110	6605695_1
AT1G19115	6607788_1
AT1G19120	6609271_1
AT1G19130	6610577_1
AT1G19140	6612479_1
AT1G19150	6613897_1
AT1G19160	6615153_1
AT1G19170	6618593_1
AT1G19180	6623447_1
AT1G19190	6624897_1
AT1G19200	6625603_1
AT1G19210	6627279_1
AT1G19220	6633067_1
AT1G19230	6649205_1
AT1G19240	6650409_1
AT1G19250	6652603_1
AT1G19260	6659120_1
AT1G19270	6665874_1
AT1G19290	6668751_1
AT1G19300	6672616_1
AT1G19310	6677592_1
AT1G19320	6680179_1
AT1G19330	6683525_1
AT1G19340	6687110_1
AT1G19350	6690394_1
AT1G19360	6692467_1
AT1G19370	6694691_1
AT1G19371	6695512_1
AT1G19376	6697453_1
AT1G19380	6698819_1
AT1G19390	6703049_1
AT1G19392	6709127_1
AT1G19392.1	6709127_1
AT1G19394	6710633_1
AT1G19396	6711761_1
AT1G19397	6711761_1
AT1G19400	6714171_1
AT1G19410	6716424_1
AT1G19415	6720418_1
AT1G19415.1	6720418_1
AT1G19420	6723866_1
AT1G19430	6727985_1
AT1G19440	6730824_1
AT1G19450	6734811_1
AT1G19460	6739708_1
AT1G19464	6740532_1
AT1G19470	6742520_1
AT1G19480	6746368_1
AT1G19485	6751466_1
AT1G19490	6753997_1
AT1G19500	6755672_1
AT1G19510	6757036_1
AT1G19520	6762776_1
AT1G19530	6764966_1
AT1G19540	6767218_1
AT1G19550	6767961_1
AT1G19560	6770699_1
AT1G19570	6774303_1
AT1G19580	6777431_1
AT1G19600	6781056_1
AT1G19610	6782000_1
AT1G19620	6784939_1
AT1G19630	6787953_1
AT1G19640	6791805_1
AT1G19650	6799748_1
AT1G19660	6802680_1
AT1G19670	6805033_1
AT1G19680	6807854_1
AT1G19690	6809089_1
AT1G19700	6812656_1
AT1G19710	6816570_1
AT1G19715	6819527_1
AT1G19720	6822286_1
AT1G19730	6824012_1
AT1G19740	6825283_1
AT1G19750	6830027_1
AT1G19770	6833830_1
AT1G19780	6836462_1
AT1G19790	6839935_1
AT1G19800	6848069_1
AT1G19810	6849942_1
AT1G19830	6852820_1
AT1G19835	6860443_1
AT1G19840	6873148_1
AT1G19850	6891284_1
AT1G19860	6894669_1
AT1G19870	6898167_1
AT1G19880	6904065_1
AT1G19890	6905966_1
AT1G19900	6907758_1
AT1G19910	6914449_1
AT1G19920	6916502_1
AT1G19930	6918112_1
AT1G19940	6920305_1
AT1G19950	6926698_1
AT1G19960	6928333_1
AT1G19968	6930795_1
AT1G19970	6932688_1
AT1G19980	6934973_1
AT1G19990	6936665_1
AT1G20000	6937619_1
AT1G20010	6940542_1
AT1G20020	6945003_1
AT1G20030	6947055_1
AT1G20050	6950318_1
AT1G20060	6956199_1
AT1G20065	6958020_1
AT1G20070	6959073_1
AT1G20080	6965037_1
AT1G20090	6968853_1
AT1G20100	6970899_1
AT1G20110	6974582_1
AT1G20120	6977242_1
AT1G20130	6980218_1
AT1G20132	6983597_1
AT1G20135	6985477_1
AT1G20140	6987212_1
AT1G20150	6990290_1
AT1G20160	6993958_1
AT1G20170	6995310_1
AT1G20180	6997938_1
AT1G20190	6999796_1
AT1G20200	7004298_1
AT1G20210	7004564_1
AT1G20220	7007591_1
AT1G20225	7009330_1
AT1G20230	7011819_1
AT1G20240	7015198_1
AT1G20260	7020567_1
AT1G20270	7023062_1
AT1G20290	7029651_1
AT1G20300	7031529_1
AT1G20310	7033140_1
AT1G20320	7034873_1
AT1G20330	7040110_1
AT1G20340	7043049_1
